0.046955316,0.043220234,0.051223981,0.035216487,0.041619485,0.045354567,0.051223981,0.034149321,0.053358314,0.047488899,0.080037471,0.050690398,0.034682904,0.03575007,0.049623232,0.027746323,0.130449969,0.14120905,1
0.050758512,0.042717559,0.051763631,0.034174048,0.042717559,0.042717559,0.050758512,0.035179167,0.05276875,0.050758512,0.076891607,0.049250833,0.032666369,0.035179167,0.050255952,0.029651012,0.130602381,0.14118887,1
0.04915383,0.043085456,0.050974342,0.038230757,0.042478618,0.043085456,0.049760667,0.035803407,0.054615366,0.047333318,0.07706835,0.047940155,0.035196569,0.037017082,0.049760667,0.028521358,0.130748563,0.139226039,1
0.04973756,0.043002266,0.05025566,0.032640274,0.043520365,0.044556564,0.053364257,0.033676473,0.051291859,0.053364257,0.083414033,0.047665162,0.031085975,0.034194573,0.048701361,0.028495477,0.13024741,0.140786474,1
0.051916138,0.043066796,0.05014627,0.034807411,0.046016577,0.047196489,0.050736226,0.032447586,0.051916138,0.052506094,0.078464163,0.046606533,0.030677718,0.033627499,0.049556314,0.030677718,0.129855468,0.139778861,1
0.050390015,0.04207826,0.052467954,0.033766505,0.044675683,0.043117229,0.04987053,0.033766505,0.051428984,0.052987438,0.080520127,0.048831561,0.032208051,0.033766505,0.050390015,0.028571658,0.130492025,0.140670955,1
0.049620457,0.041083604,0.052288223,0.035748071,0.043217817,0.043751371,0.051221117,0.034147411,0.052288223,0.05175467,0.077365229,0.048019797,0.034147411,0.035748071,0.048019797,0.030412538,0.130588612,0.140577578,1
0.051371549,0.042393997,0.051870302,0.033915197,0.042393997,0.043391503,0.050374043,0.035411456,0.052369055,0.050374043,0.076807947,0.049376537,0.033416444,0.035411456,0.04987529,0.030423927,0.130197616,0.14062564,1
0.050051755,0.042043474,0.052554343,0.034035194,0.042543992,0.043545027,0.050552273,0.035536746,0.053054861,0.05105279,0.077079703,0.04905072,0.032533641,0.035536746,0.050051755,0.029530536,0.130369533,0.140876911,1
0.05124751,0.041701405,0.05124751,0.034667433,0.042203832,0.042706258,0.05124751,0.035672286,0.051749936,0.05124751,0.076368838,0.048735377,0.03366258,0.036174713,0.049237804,0.030648021,0.13061804,0.140863437,1
0.058362265,0.041979875,0.057338366,0.038396227,0.040955976,0.037372328,0.045563523,0.036860378,0.055802517,0.051706919,0.068601259,0.045563523,0.040955976,0.030205032,0.05017107,0.029181133,0.130995393,0.139988241,1
